S0,age_group,A0,c,s,f,S0_c,S0_s,A0_s,S6
63,3,47,2,1,6,126,63,47,50.06606388780551
64,2,51,1,1,9,64,64,51,54.77918740826956
60,5,35,1,1,9,60,60,35,54.344664872349604
56,1,68,2,1,1,112,56,68,44.33425465893449
59,1,51,1,2,3,59,118,102,51.17391417912978
62,4,52,3,2,5,186,124,104,44.70647866471449
61,3,77,3,2,3,183,122,154,41.411233234747776
59,4,61,1,1,9,59,59,61,42.44812485124294
59,1,42,2,2,5,118,118,84,40.94644959693943
56,2,51,1,2,5,56,112,102,46.5208147315937
56,1,51,2,1,2,112,56,51,50.39381778981023
64,2,51,1,2,4,64,128,102,47.14585206629071
58,3,57,1,2,6,58,116,114,42.872979937595915
58,1,43,1,2,4,58,116,86,41.82178438354794
61,4,73,1,2,8,61,122,146,39.11920579080069
64,3,42,2,2,7,128,128,84,38.90352729431216
55,3,59,1,1,3,55,55,59,48.01945953119008
62,3,54,1,2,1,62,124,108,49.12290135753521
57,3,61,1,1,2,57,57,61,44.6512146197397
61,3,45,2,1,6,122,61,45,48.14569869869186
58,3,53,1,1,5,58,58,53,52.0548547200129
61,3,43,3,1,3,183,61,43,52.56660908295556
56,1,64,1,3,8,56,168,192,28.853491948995135
63,3,60,2,1,9,126,63,60,43.8319788233018
59,4,54,1,1,7,59,59,54,48.006479333468135
64,3,64,3,2,1,192,128,128,40.01474289703458
65,3,65,1,2,4,65,130,130,46.39507069045189
61,4,43,2,1,9,122,61,43,38.96975378043383
55,3,51,2,1,3,110,55,51,48.021922989085255
59,5,41,3,1,2,177,59,41,44.88593606978738
63,1,56,1,2,9,63,126,112,34.501553447730316
62,5,61,1,1,5,62,62,61,49.04945394302982
57,2,47,2,2,8,114,114,94,34.45966791744643
61,4,49,1,1,9,61,61,49,47.98014169469526
62,3,44,3,2,1,186,124,88,38.558162068542345
56,1,63,1,1,7,56,56,63,43.359896044601655
56,1,68,3,1,2,168,56,68,44.44316084902209
55,5,65,3,1,2,165,55,65,48.45951932082168
58,2,48,1,2,3,58,116,96,46.725812604910146
60,4,46,1,1,2,60,60,46,47.82200615607119
61,4,43,3,2,4,183,122,86,44.11100874997917
62,1,57,1,2,1,62,124,114,52.788494422765964
56,1,63,1,2,2,56,112,126,39.75318749796034
57,4,42,1,2,8,57,114,84,31.930507133103614
57,1,50,2,2,4,114,114,100,42.29963918845312
59,5,41,1,1,9,59,59,41,38.90509470182923
57,5,47,1,1,5,57,57,47,53.95338302477467
56,2,54,2,1,8,112,56,54,41.20618547346559
55,1,40,2,2,10,110,110,80,26.681068214436134
55,3,51,3,2,6,165,110,102,35.526408706285466
62,2,45,1,1,5,62,62,45,62.0
61,4,59,3,2,6,183,122,118,38.87901098945085
57,4,50,1,2,4,57,114,100,41.93377190271013
57,3,30,1,1,3,57,57,30,56.36953835719837
58,4,64,2,2,8,116,116,128,31.08404452660988
61,3,54,2,2,4,122,122,108,39.77248047188602
58,2,49,2,1,3,116,58,49,49.79336387279171
59,4,54,3,1,8,177,59,54,44.72682419193401
63,1,59,3,1,1,189,63,59,42.928276873710594
63,3,47,3,1,3,189,63,47,51.04288237542901
61,4,34,1,1,10,61,61,34,49.23602893266132
64,3,32,3,1,1,192,64,32,51.38072259504624
55,1,54,3,1,5,165,55,54,41.436987284961226
65,4,57,3,1,10,195,65,57,42.1892620861167
58,3,57,3,1,10,174,58,57,39.219526681165725
56,1,63,3,3,9,168,168,189,30.210508927323595
61,4,73,3,2,10,183,122,146,28.7860096129845
58,5,57,2,1,7,116,58,57,46.29874741318187
63,1,65,1,3,9,63,189,195,28.925635533313162
57,1,50,1,2,2,57,114,100,42.350131120186596
63,3,44,2,1,3,126,63,44,55.72142543387158
60,2,41,1,2,5,60,120,82,44.66300081490757
56,2,44,1,2,5,56,112,88,40.2137701076865
61,4,54,3,2,7,183,122,108,36.04123799529527
64,3,64,3,1,3,192,64,64,60.407097262106824
58,4,64,1,2,4,58,116,128,49.23351913900371
55,4,35,2,1,7,110,55,35,42.31157274874714
60,1,63,2,1,4,120,60,63,56.102615282591835
58,3,31,2,1,4,116,58,31,50.90455764925339
61,4,49,1,2,7,61,122,98,40.97743019150673
58,4,64,1,1,8,58,58,64,44.337110262216484
57,4,50,2,1,6,114,57,50,48.16244332191999
56,2,51,2,1,2,112,56,51,52.319812853728685
63,1,56,3,1,10,189,63,56,38.74311701437133
61,4,74,1,1,10,61,61,74,45.33685290341417
64,4,55,1,1,10,64,64,55,33.75775377291998
56,2,54,1,2,1,56,112,108,43.56669162895993
60,2,46,1,2,9,60,120,92,36.333092599090094
55,1,52,3,2,1,165,110,104,45.49894505014411
61,3,43,2,2,5,122,122,86,42.78824553595025
58,3,54,1,2,2,58,116,108,42.90864990500025
63,1,35,3,1,1,189,63,35,53.276408669325036
59,1,51,1,2,8,59,118,102,35.252465761919595
58,2,63,2,2,1,116,116,126,40.64105879173136
58,4,38,1,1,7,58,58,38,43.11689034843686
62,2,45,2,2,2,124,124,90,60.297125813877635
63,1,56,2,2,1,126,126,112,47.374085179584974
57,1,50,1,2,7,57,114,100,41.40254523215822
56,3,54,3,1,5,168,56,54,42.304326073012156
65,4,48,3,1,7,195,65,48,46.11261083221161
57,4,56,2,1,7,114,57,56,43.08066503989911
55,3,51,2,1,9,110,55,51,34.37508184672851
59,4,42,1,1,9,59,59,42,45.502929429973996
58,1,60,3,3,4,174,174,180,33.33497838546979
62,3,57,1,2,8,62,124,114,35.74399770379309
60,2,41,1,2,6,60,120,82,49.809969958421654
58,2,49,3,1,8,174,58,49,36.372027336901404
63,3,44,2,1,7,126,63,44,59.53739198267157
61,4,55,3,2,4,183,122,110,35.08834345527065
61,3,45,3,2,5,183,122,90,40.7837312367833
65,2,58,2,1,6,130,65,58,55.36949938310356
62,5,42,2,1,3,124,62,42,53.28584142119235
57,4,42,2,1,2,114,57,42,51.40455731952246
58,2,49,2,1,5,116,58,49,55.194905786305156
65,4,48,1,2,8,65,130,96,42.01021510188307
59,3,52,3,1,1,177,59,52,46.90635430447488
61,2,55,1,1,4,61,61,55,56.23945595926923
57,3,37,3,1,4,171,57,37,57.0
59,5,65,2,1,8,118,59,65,39.20096507251683
63,2,56,3,1,1,189,63,56,58.82634478886973
61,3,54,2,1,4,122,61,54,54.6199689123374
62,4,50,2,1,4,124,62,50,47.76596198768859
65,3,65,3,1,4,195,65,65,53.89649380690297
61,2,35,2,1,4,122,61,35,57.64723999409817
59,5,51,1,1,9,59,59,51,39.42722771499023
59,5,39,2,1,4,118,59,39,51.35081320152665
58,5,40,3,1,6,174,58,40,46.63145689612577
64,2,63,3,1,7,192,64,63,44.15701240789224
61,4,73,1,1,9,61,61,73,45.04120524997273
60,5,56,1,1,2,60,60,56,56.00752974008903
65,5,42,1,1,6,65,65,42,63.501161805261276
64,5,39,1,1,5,64,64,39,56.558103678127665
62,2,55,2,1,5,124,62,55,55.84481569804668
59,1,59,3,2,1,177,118,118,38.84459018062919
60,1,63,3,3,1,180,180,189,32.10773971346449
61,2,49,3,1,6,183,61,49,43.46698059965476
56,5,52,1,1,4,56,56,52,49.518838551801394
64,5,51,3,1,6,192,64,51,47.88955715921681
61,4,49,1,2,4,61,122,98,51.175797345045
59,2,58,3,1,6,177,59,58,48.79546432604173
63,3,60,1,2,7,63,126,120,44.474198894018606
64,4,48,1,1,4,64,64,48,61.97938983875491
61,1,42,2,2,10,122,122,84,33.14450950486132
57,2,41,2,2,5,114,114,82,40.3516017810444
61,1,42,2,2,9,122,122,84,39.764456580752274
58,1,40,2,1,5,116,58,40,51.960874813352376
56,4,44,3,1,4,168,56,44,45.02444499541395
65,4,57,1,2,6,65,130,114,45.25341378754429
55,3,51,3,1,1,165,55,51,51.3325669198317
64,3,42,2,1,3,128,64,42,55.68228527376322
59,4,42,3,2,1,177,118,84,39.09891535735845
62,3,44,2,2,2,124,124,88,41.778829724711024
63,3,44,1,1,3,63,63,44,57.80530642357469
57,2,61,1,2,8,57,114,122,33.29728527640047
59,4,46,3,2,8,177,118,92,33.42943658855238
62,2,45,2,1,8,124,62,45,42.90692293534695
56,4,44,1,2,6,56,112,88,39.97227167905083
57,1,50,1,1,7,57,57,50,51.316574211217265
57,2,47,2,1,6,114,57,47,48.07246813322145
63,3,57,3,2,3,189,126,114,41.1187462039815
59,2,58,2,1,5,118,59,58,47.03124008735745
55,1,31,3,1,4,165,55,31,49.702394092122624
56,1,51,1,1,9,56,56,51,44.94576064588432
61,4,49,3,1,3,183,61,49,56.798702332606396
60,2,42,2,2,10,120,120,84,30.62438482384141
60,2,46,3,1,9,180,60,46,36.89083999772993
60,2,41,1,2,2,60,120,82,42.70852884843477
57,1,50,2,2,10,114,114,100,24.95603890492874
56,1,50,2,1,2,112,56,50,50.93247213647012
55,3,51,2,1,6,110,55,51,40.652100775659434
59,5,39,1,1,2,59,59,39,58.789607764765194
60,2,41,2,2,3,120,120,82,47.62633745258258
62,3,51,1,2,10,62,124,102,28.407006306381238
58,2,49,1,2,9,58,116,98,31.828091660835167
57,2,61,3,1,8,171,57,61,33.18005668555921
60,4,57,2,1,1,120,60,57,55.92105187265616
57,1,57,1,2,1,57,114,114,42.857087711904
62,2,68,3,1,9,186,62,68,40.5075968544034
56,1,63,2,3,8,112,168,189,28.055696626380485
63,1,30,3,1,8,189,63,30,40.493822318191256
60,2,47,1,2,8,60,120,94,40.030758953091265
59,5,74,3,1,1,177,59,74,48.0253376532099
59,4,61,1,2,1,59,118,122,39.52782404509586
61,3,45,1,1,1,61,61,45,55.79187864486616
61,1,57,1,1,9,61,61,57,40.47765321611131
65,3,65,3,1,8,195,65,65,49.69772340822751
56,4,44,3,2,4,168,112,88,39.55969171334582
64,4,63,3,1,8,192,64,63,40.76266908672845
63,3,57,1,1,6,63,63,57,57.685688458687004
57,3,46,3,2,5,171,114,92,35.77779558158239
63,1,56,3,2,1,189,126,112,37.60840865268361
61,3,43,2,1,1,122,61,43,48.727242906542386
58,3,31,2,1,7,116,58,31,42.14698085206042
64,2,51,2,2,2,128,128,102,48.44589980885458
57,4,62,3,1,6,171,57,62,43.589740591888855
62,4,50,2,2,5,124,124,100,47.50207119718642
62,3,57,2,2,3,124,124,114,47.19002324563199
61,5,26,3,1,3,183,61,26,47.324548792908026
57,1,44,3,2,7,171,114,88,34.07225257375086
58,4,64,1,1,6,58,58,64,43.27589868234428
62,2,44,3,2,10,186,124,88,28.083001401755777
57,5,49,2,1,10,114,57,49,30.98744182322145
59,5,41,2,1,8,118,59,41,36.43199577562451
63,3,57,1,2,4,63,126,114,42.3861863953983
59,4,54,1,2,4,59,118,108,53.28099484413584
64,4,48,2,2,6,128,128,96,38.72155817141307
59,1,42,1,2,10,59,118,84,33.26497607914313
58,3,53,1,2,2,58,116,106,51.010201976287405
56,1,63,2,1,1,112,56,63,53.54852276936801
60,4,43,2,1,10,120,60,43,40.09190534651505
59,4,44,3,2,6,177,118,88,36.3499040718172
56,2,44,3,2,5,168,112,88,38.36408953338168
60,1,63,1,1,4,60,60,63,55.46962199941458
58,2,49,3,1,5,174,58,49,53.12106937974196
62,4,52,1,1,2,62,62,52,62.0
57,1,50,3,1,3,171,57,50,47.91915409905429
65,4,48,3,1,8,195,65,48,54.408607519468895
57,1,50,2,1,8,114,57,50,41.04520710276107
61,4,55,1,2,6,61,122,110,41.43589247365417
57,3,37,3,1,5,171,57,37,54.986185955291596
61,4,45,3,1,10,183,61,45,36.853754752453206
64,4,63,3,1,8,192,64,63,44.84420256939076
57,5,64,1,1,1,57,57,64,55.27106284980175
57,2,47,2,1,3,114,57,47,52.420404549367206
59,5,41,2,1,2,118,59,41,59.0
62,1,64,3,1,1,186,62,64,51.8767428824144
60,5,52,1,1,5,60,60,52,46.616775371021056
61,3,45,2,2,10,122,122,90,30.722135672161606
58,2,45,1,1,7,58,58,45,56.96789462268187
59,4,47,3,2,3,177,118,94,37.80665885714235
56,1,64,3,2,6,168,112,128,36.19314381584488
59,3,61,1,2,10,59,118,122,32.45879062013857
57,2,47,3,2,2,171,114,94,38.507822425117254
61,3,50,2,2,2,122,122,100,40.9366474298609
55,5,68,2,1,10,110,55,68,37.42206089016656
55,2,53,1,2,8,55,110,106,36.131669216261415
63,3,47,1,2,8,63,126,94,39.00604271191698
55,2,39,1,1,3,55,55,39,55.0
57,4,50,2,2,5,114,114,100,38.37863802391294
57,3,46,2,1,5,114,57,46,49.60298720471758
57,2,61,2,3,6,114,171,183,24.218602528351493
61,3,43,3,1,6,183,61,43,50.547762232503246
59,5,49,3,1,2,177,59,49,49.3974994869663
56,4,55,3,2,8,168,112,110,32.28941163338451
58,2,48,2,2,7,116,116,96,34.69862298841258
59,4,54,3,2,1,177,118,108,32.739116797926656
59,2,58,1,1,6,59,59,58,49.44889609729654
59,4,44,3,2,9,177,118,88,28.265699548513776
60,1,43,3,2,5,180,120,86,42.21467310342872
61,4,48,1,2,8,61,122,96,39.630069556898334
61,1,62,3,1,4,183,61,62,55.06316409735275
64,4,63,2,1,4,128,64,63,64.0
57,3,61,1,2,9,57,114,122,34.7778319506766
55,2,39,2,1,6,110,55,39,44.02233735630775
60,5,41,3,1,4,180,60,41,45.6620713833234
58,2,63,3,3,8,174,174,189,26.040180656474377
55,3,28,2,1,2,110,55,28,51.03370054750081
63,1,59,2,1,1,126,63,59,54.13374249806696
56,5,52,2,1,10,112,56,52,37.389948751844585
56,1,63,1,3,10,56,168,189,27.175295976546057
59,1,59,2,2,10,118,118,118,31.730726117263423
65,3,65,3,1,1,195,65,65,60.17544318161989
58,1,43,2,1,2,116,58,43,50.80965548028351
64,3,42,2,1,4,128,64,42,52.69784492355192
58,3,31,2,1,2,116,58,31,51.74908616071598
55,1,31,1,1,10,55,55,31,35.59162511106637
57,2,50,1,2,1,57,114,100,44.084479696221216
62,4,50,1,2,8,62,124,100,42.894744381504495
59,4,27,1,1,3,59,59,27,57.53737817085119
64,3,42,2,1,10,128,64,42,42.27400721340372
62,2,68,2,1,2,124,62,68,61.0008142038717
63,2,39,2,1,2,126,63,39,57.95388590005783
59,1,51,2,1,5,118,59,51,52.558526325732885
59,1,42,3,2,10,177,118,84,28.670533618320338
65,4,40,3,2,4,195,130,80,47.28581766485031
64,2,63,3,3,8,192,192,189,26.621816765981247
62,1,64,1,2,2,62,124,128,45.959404009443006
65,4,40,2,1,5,130,65,40,55.17046045926667
59,4,42,1,2,8,59,118,84,36.23263535279622
60,5,52,1,1,8,60,60,52,47.74559954983171
57,4,60,1,2,8,57,114,120,36.45965810494788
59,5,36,3,1,10,177,59,36,34.18468247315411
58,1,42,2,1,9,116,58,42,37.969076307894404
57,2,41,3,2,7,171,114,82,37.734690125113964
65,2,48,3,2,6,195,130,96,43.32193118291265
57,4,56,1,2,2,57,114,112,50.45888487635909
62,2,64,2,3,1,124,186,192,38.018708159553285
64,1,59,2,1,8,128,64,59,47.937474209522655
59,2,50,2,1,6,118,59,50,51.54103506126036
60,3,52,2,1,3,120,60,52,48.12273506359334
59,3,65,2,2,7,118,118,130,37.75659613193179
60,4,57,2,1,3,120,60,57,52.685191835339566
65,4,40,1,2,1,65,130,80,60.41054068756656
61,4,73,2,2,6,122,122,146,34.76806537225261
63,3,60,1,2,8,63,126,120,41.0981663791109
62,2,68,2,2,4,124,124,136,45.221707596680425
64,5,39,3,1,3,192,64,39,45.750204307118175
60,3,52,3,2,2,180,120,104,43.146963018737736
56,4,42,3,2,1,168,112,84,40.07313655853873
61,1,57,2,1,3,122,61,57,51.19274257859815
61,4,49,1,2,5,61,122,98,49.9700639881047
59,5,41,1,1,8,59,59,41,44.25350170207412
63,1,30,3,1,2,189,63,30,46.39998222467401
63,3,60,2,1,7,126,63,60,47.25011771747974
61,3,61,2,2,8,122,122,122,39.607032732370065
55,5,65,1,1,4,55,55,65,51.40310748610282
56,4,44,2,1,3,112,56,44,47.93858837088943
58,2,45,3,2,2,174,116,90,38.176650663768584
58,1,40,2,2,10,116,116,80,29.66655730372388
56,5,55,1,1,1,56,56,55,47.12156954251178
63,3,44,3,1,1,189,63,44,51.98200247012788
60,2,47,3,1,5,180,60,47,41.905163924814474
57,2,50,3,2,9,171,114,100,26.67938610003278
62,3,57,2,1,6,124,62,57,50.34294872804316
63,5,70,3,1,9,189,63,70,44.30195721289453
65,3,65,3,1,10,195,65,65,37.81506565971292
58,1,42,1,2,9,58,116,84,32.158757183326834
59,1,37,2,1,1,118,59,37,54.28930677849734
56,2,51,1,1,10,56,56,51,37.06242887769684
63,4,56,2,2,1,126,126,112,42.18910328812712
59,3,61,3,2,5,177,118,122,39.72598949516719
61,5,54,2,1,9,122,61,54,44.74589582271465
62,5,42,3,1,3,186,62,42,45.08476644270028
59,4,46,3,2,3,177,118,92,42.265056103362724
64,1,38,2,1,9,128,64,38,43.774013383274344
61,1,57,3,1,2,183,61,57,50.309104508950576
61,2,29,3,1,9,183,61,29,42.900026775753815
58,3,51,2,2,9,116,116,102,31.87908198855241
65,2,58,2,2,6,130,130,116,41.069356461225276
62,1,57,1,2,6,62,124,114,47.674327350114254
61,4,49,1,2,6,61,122,98,45.31641699483351
55,5,69,1,1,4,55,55,69,45.710349506998625
56,1,51,1,1,8,56,56,51,40.94306702737493
59,4,54,3,1,5,177,59,54,52.042094766948324
62,1,57,1,2,5,62,124,114,51.61541162765227
59,1,42,2,1,3,118,59,42,59.0
55,1,52,2,2,9,110,110,104,28.84515048090076
62,2,44,1,2,6,62,124,88,43.96939856266589
60,5,35,3,1,6,180,60,35,46.123239369070625
61,4,43,2,1,7,122,61,43,50.55836014183308
57,1,50,2,2,5,114,114,100,38.385368512427604
56,1,63,1,3,8,56,168,189,29.936867016633492
56,3,52,2,2,8,112,112,104,32.77128074016263
60,4,42,1,1,9,60,60,42,46.11838850011151
61,3,50,1,2,6,61,122,100,40.70013862756665
61,4,49,2,1,8,122,61,49,46.98811887050879
64,5,35,2,1,8,128,64,35,48.706259128154265
61,4,54,3,2,6,183,122,108,38.458070932344654
65,4,57,1,1,1,65,65,57,62.53798101285646
63,3,60,3,1,1,189,63,60,48.08850284146741
63,4,56,1,1,3,63,63,56,49.963974377741856
65,2,58,2,1,1,130,65,58,65.0
56,4,44,1,2,2,56,112,88,41.33693120644328
63,1,65,1,3,6,63,189,195,43.360082806593276
57,3,61,1,2,5,57,114,122,46.400154896094605
62,5,46,2,1,3,124,62,46,54.508165677913055
64,2,48,2,1,10,128,64,48,38.27791218502855
58,2,49,1,2,10,58,116,98,33.658763805828535
62,4,44,2,1,4,124,62,44,52.186852313539255
64,5,39,2,1,4,128,64,39,54.72289154882372
56,3,52,1,1,1,56,56,52,50.55589246911345
64,4,48,1,2,2,64,128,96,42.786252814420045
56,3,55,2,1,4,112,56,55,47.93066178661563
61,4,73,2,2,8,122,122,146,35.1961937532461
55,2,54,3,1,4,165,55,54,50.53977117864499
59,4,62,3,2,4,177,118,124,35.10825648662449
64,2,42,2,2,2,128,128,84,46.085415983953084
56,2,51,1,2,5,56,112,102,43.205129340467096
55,3,51,2,1,9,110,55,51,36.534748201125254
60,2,58,2,1,1,120,60,58,60.0
62,2,52,2,1,9,124,62,52,43.44860562812802
55,1,42,1,2,9,55,110,84,30.979121400186127
59,4,54,1,1,2,59,59,54,53.829435908093565
63,3,60,2,2,2,126,126,120,38.05276744456636
61,4,54,3,2,8,183,122,108,32.88303187838113
61,4,73,3,2,1,183,122,146,41.28437926874613
61,3,61,2,1,4,122,61,61,54.03243399815313
55,3,51,2,2,6,110,110,102,33.217383271561054
57,4,62,2,1,3,114,57,62,46.479704602313305
58,1,40,1,2,9,58,116,80,31.745082080953956
61,3,45,2,1,5,122,61,45,50.41113841170957
63,2,39,2,1,4,126,63,39,50.670990028423034
65,3,65,1,2,7,65,130,130,42.099231536357074
56,4,55,1,1,10,56,56,55,37.941809163339926
57,1,44,1,1,1,57,57,44,53.23676038629127
56,3,52,3,2,2,168,112,104,37.12355454975496
64,4,30,3,1,2,192,64,30,53.59617285864406
55,3,51,3,2,8,165,110,102,31.238083910431445
65,4,57,1,1,7,65,65,57,55.89276398307247
62,2,44,2,1,8,124,62,44,43.48520692907308
60,2,46,1,2,5,60,120,92,46.145241488112575
64,5,51,1,1,1,64,64,51,63.76341508073134
57,2,41,2,1,10,114,57,41,37.88354051704745
60,5,35,1,1,5,60,60,35,55.90476545614461
61,2,49,1,2,2,61,122,98,49.20029750121021
57,3,61,2,2,8,114,114,122,35.006300434560835
59,3,53,1,1,10,59,59,53,38.34808346124787
56,4,44,3,1,2,168,56,44,47.65640410433191
64,4,30,2,1,7,128,64,30,52.63703378101108
55,2,54,2,1,10,110,55,54,37.196870262795464
65,1,47,1,1,5,65,65,47,65.0
59,4,42,2,1,7,118,59,42,39.99445549874119
59,3,53,2,1,10,118,59,53,40.1891023682636
58,1,54,2,1,8,116,58,54,40.361020869169764
57,2,61,1,1,2,57,57,61,55.46022345515986
61,5,54,3,1,6,183,61,54,51.45895713690322
55,3,28,1,1,3,55,55,28,44.27666354700735
57,3,59,3,2,10,171,114,118,26.6114041827663
58,3,50,1,2,4,58,116,100,44.9889516864693
63,3,57,1,2,8,63,126,114,47.840839265052225
61,3,77,2,1,9,122,61,77,42.67639447396262
63,1,49,2,2,4,126,126,98,44.818891671626254
65,4,40,1,1,8,65,65,40,44.039495575837236
61,3,45,3,2,9,183,122,90,30.882923741099624
63,2,56,3,1,9,189,63,56,45.099844071118824
63,3,44,1,2,1,63,126,88,44.266706728016494
64,2,51,1,2,2,64,128,102,45.17268615625796
64,4,30,2,1,2,128,64,30,59.86665257540759
58,3,53,3,1,4,174,58,53,51.378333488223426
55,1,54,2,1,6,110,55,54,47.39674629244681
56,4,44,1,2,4,56,112,88,44.96807797659156
56,1,63,1,2,7,56,112,126,36.51754204696178
65,2,58,3,1,10,195,65,58,41.57695786908925
59,2,50,3,1,10,177,59,50,30.617421729253604
62,4,50,3,1,9,186,62,50,45.801418610863735
58,1,45,2,2,7,116,116,90,35.60553854009458
56,2,51,2,2,10,112,112,102,26.00288068266828
60,1,63,1,2,4,60,120,126,38.74804535464539
63,3,44,3,1,4,189,63,44,50.11077378587337
63,3,47,3,2,5,189,126,94,40.368903866826265
57,2,47,3,1,1,171,57,47,48.30464850275059
55,3,59,1,1,9,55,55,59,44.586866440347485
58,1,43,2,2,5,116,116,86,41.68670035999584
62,4,52,3,2,9,186,124,104,29.96519630455378
58,4,64,2,1,4,116,58,64,44.74077335271973
61,5,54,1,1,10,61,61,54,52.982237965711334
63,5,44,2,1,5,126,63,44,58.91414205469044
55,1,31,1,1,8,55,55,31,43.86369539368133
65,3,65,3,1,9,195,65,65,50.71199023137287
58,3,50,1,1,9,58,58,50,40.50468505279878
58,4,64,2,2,3,116,116,128,41.092689236350616
55,3,59,3,1,3,165,55,59,49.724940889588716
59,4,48,3,2,6,177,118,96,39.074952714561434
57,4,60,2,1,2,114,57,60,48.271515485905915
59,4,48,3,1,9,177,59,48,36.52841556360586
63,3,44,1,2,7,63,126,88,36.11933960530646
60,1,43,3,1,5,180,60,43,54.1549650971143
60,4,46,3,1,5,180,60,46,50.134080530976135
56,1,50,1,2,10,56,112,100,34.51432978849437
60,4,46,3,1,3,180,60,46,42.06226036470992
64,5,51,3,1,2,192,64,51,57.1303001593423
61,5,54,2,1,3,122,61,54,55.73402638216645
59,5,51,1,1,7,59,59,51,48.60646212944289
61,1,42,2,1,7,122,61,42,46.2042318516149
63,1,51,1,1,3,63,63,51,56.844974916276996
62,2,44,1,1,10,62,62,44,44.58759656413137
61,5,26,3,1,2,183,61,26,47.901214946170896
62,1,64,1,3,8,62,186,192,34.606733471152104
63,3,57,2,1,8,126,63,57,48.12870595660429
57,3,61,1,1,1,57,57,61,47.907155780016275
59,4,42,1,1,8,59,59,42,43.456554762626716
57,3,59,2,1,4,114,57,59,57.0
62,1,64,3,1,10,186,62,64,34.31174845573534
63,3,44,2,1,3,126,63,44,56.493867771907134
58,2,63,1,2,6,58,116,126,39.37100556974992
58,1,60,2,3,10,116,174,180,25.35813805783149
61,2,29,2,1,3,122,61,29,47.21261117355353
64,4,48,1,2,2,64,128,96,44.10783475938758
61,3,50,1,2,7,61,122,100,42.135791733881184
63,1,56,3,2,2,189,126,112,45.949733891222124
57,3,46,1,1,6,57,57,46,43.20798401640612
59,4,27,1,1,2,59,59,27,57.637463443272786
65,4,57,1,1,4,65,65,57,51.28213184428866
62,2,44,1,1,2,62,62,44,62.0
62,1,64,2,1,2,124,62,64,62.0
63,5,41,1,1,10,63,63,41,38.48215702574191
56,3,55,1,1,7,56,56,55,46.64538365307067
55,1,54,3,1,3,165,55,54,50.39650493201834
57,2,47,1,2,5,57,114,94,41.41559484458841
63,5,44,1,1,2,63,63,44,63.0
55,2,54,1,2,3,55,110,108,48.01657763706817
56,1,51,1,2,3,56,112,102,47.79568419131574
62,2,64,1,1,4,62,62,64,61.157238699390774
61,2,55,2,2,3,122,122,110,44.38596773236782
59,4,61,1,1,6,59,59,61,59.0
56,1,51,1,1,8,56,56,51,39.967196062431185
64,4,55,3,1,10,192,64,55,38.99528949463325
64,2,48,3,1,5,192,64,48,53.07974121567532
58,2,49,3,1,6,174,58,49,42.7925677167742
64,2,42,2,2,7,128,128,84,39.91861037861705
61,3,50,3,2,3,183,122,100,49.18650081672286
57,1,50,1,1,8,57,57,50,46.03018377368684
58,1,45,1,2,8,58,116,90,39.743966010639284
64,3,38,3,1,2,192,64,38,52.91100843383714
62,2,64,1,1,8,62,62,64,43.12800048592693
59,1,42,1,2,6,59,118,84,45.656564849606326
62,4,40,2,2,2,124,124,80,40.6525748620383
55,3,51,3,1,1,165,55,51,48.07739735547933
61,4,39,1,1,2,61,61,39,59.927948328042156
59,5,41,1,1,5,59,59,41,58.419666542557586
59,1,63,3,2,3,177,118,126,39.89148567039832
57,1,58,3,2,9,171,114,116,29.53742756841243
64,4,48,1,1,10,64,64,48,44.198172334653634
62,4,50,3,2,9,186,124,100,33.34517745201062
58,3,39,3,1,8,174,58,39,39.11261687450756
57,1,50,2,2,7,114,114,100,32.42859983388799
57,2,61,3,2,2,171,114,122,39.829194218760264
61,2,55,1,2,4,61,122,110,47.14266477044349
59,4,54,2,1,6,118,59,54,56.35258677116941
57,4,62,3,2,5,171,114,124,40.30789677555451
58,4,64,3,2,5,174,116,128,35.227662312228524
63,2,39,2,1,10,126,63,39,47.864982729122964
60,1,43,1,1,9,60,60,43,48.19825652099196
59,4,48,3,2,5,177,118,96,40.487587648329914
59,2,50,2,1,1,118,59,50,53.401174954135556
62,4,42,2,1,6,124,62,42,50.40943330512568
58,1,54,1,1,3,58,58,54,54.04525264706584
60,5,56,1,1,3,60,60,56,57.61596862273101
63,1,30,1,1,6,63,63,30,61.104242585578135
64,2,63,3,2,10,192,128,126,25.771201066031896
62,2,68,2,2,3,124,124,136,47.85652298973467
63,3,60,1,1,4,63,63,60,62.766696834696106
58,2,48,2,2,3,116,116,96,45.76910107379636
65,2,48,1,1,1,65,65,48,60.730235809618016
65,2,48,3,2,4,195,130,96,43.599806424788035
